track_name,artist_name,release_date,genre,cluster
chasing change,climax blues band,1976,pop,9
if you've got the time,the babys,1976,pop,5
runnin' away,ambrosia,1976,pop,1
one more night,stephen bishop,1976,pop,1
in the still of the night,the beach boys,1976,pop,16
start all over,the j. geils band,1976,pop,1
i hear the laughter,leo sayer,1976,pop,2
misery,flamin' groovies,1976,pop,12
song of joy,captain & tennille,1976,pop,2
what about you,dr. hook,1976,pop,16
zopf: in a sydney motel,penguin cafe orchestra,1976,pop,16
dry your eyes,neil diamond,1976,pop,18
crazy arms,the flying burrito brothers,1976,pop,13
laura,the babys,1976,pop,8
they,"blood, sweat & tears",1976,pop,16
you're the one,"blood, sweat & tears",1976,pop,16
i can't hide,flamin' groovies,1976,pop,10
good vibrations,todd rundgren,1976,pop,14
autumn changes,donna summer,1976,pop,5
st. louis blues,flamin' groovies,1976,pop,2
don't ask me questions,graham parker & the rumour,1976,pop,8
spring affair,donna summer,1976,pop,2
let's stick together,bryan ferry,1976,pop,11
together and free,climax blues band,1976,pop,7
it doesn't matter,firefall,1976,pop,7
she cracked,the modern lovers,1976,pop,7
mission (a world record),electric light orchestra,1976,pop,12
old world,the modern lovers,1976,pop,5
in the flesh,blondie,1976,pop,13
casanova,bryan ferry,1976,pop,0
i like dreamin',kenny nolan,1976,pop,13
down to zero,joan armatrading,1976,pop,17
let 'em in,wings,1976,pop,19
when i kissed the teacher,abba,1976,pop,13
you are the woman,firefall,1976,pop,15
roadrunner,the modern lovers,1976,pop,2
on and on,stephen bishop,1976,pop,1
when i need you,leo sayer,1976,pop,13
lido shuffle,boz scaggs,1976,pop,9
"my love, my life",abba,1976,pop,16
you're the song [that i can't stop singing],frankie valli,1976,pop,2
hospital,the modern lovers,1976,pop,17
astral plane,the modern lovers,1976,pop,4
devil woman,cliff richard,1976,pop,17
"money, money, money",abba,1976,pop,8
days on the road,little river band,1976,pop,16
"swing low, sweet chariot",joan baez,1976,pop,2
rifle range,blondie,1976,pop,17
bread and roses,judy collins,1976,pop,12
look good in blue,blondie,1976,pop,15
wasted,donna summer,1976,pop,4
if you walked away,cliff richard,1976,pop,16
mississippi,pussycat,1976,pop,2
i wanna sleep in your arms,the modern lovers,1976,pop,13
magnum opus: father padilla meets the perfect gnat / howling at the moon / man overboard / industry on parade / release the beavers / gnat attack,kansas,1976,pop,18
love's grown deep,kenny nolan,1976,pop,1
happy hawaii,abba,1976,pop,5
livin' ain't livin',firefall,1976,pop,7
strangered in the night,tom petty and the heartbreakers,1976,pop,18
summer fever,donna summer,1976,pop,2
lord grenville,al stewart,1976,pop,1
questions of my childhood,kansas,1976,pop,7
art for art's sake,10cc,1976,pop,3
oh happy day,joan baez,1976,pop,8
pissing in a river,patti smith,1976,pop,11
love me tomorrow,boz scaggs,1976,pop,4
needles and pins,smokie,1977,pop,10
che,suicide,1977,pop,15
fly away,bread,1977,pop,18
pay it back,elvis costello,1977,pop,7
heart to hang onto,pete townshend,1977,pop,9
"oh, candy",cheap trick,1977,pop,7
hard times,boz scaggs,1977,pop,18
paper thin hotel,leonard cohen,1977,pop,17
modern love,peter gabriel,1977,pop,10
you've got a cold,10cc,1977,pop,17
pearl's a singer,elkie brooks,1977,pop,2
this is sarah's song,glen campbell,1977,pop,16
no one receiving,brian eno,1977,pop,18
a piece of the action,the babys,1977,pop,10
the white rose of athens,nana mouskouri,1977,pop,13
the modern world,the jam,1977,pop,7
nobody's home,kansas,1977,pop,16
i remember yesterday,donna summer,1977,pop,18
my broken souvenirs,pussycat,1977,pop,1
for cryin' out loud,glen campbell,1977,pop,2
i'll bet he's nice,the beach boys,1977,pop,15
lay your money down,bread,1977,pop,3
god only knows,glen campbell,1977,pop,16
thank you for the music,abba,1977,pop,2
where's the party?,eddie money,1977,pop,19
away from the numbers,the jam,1977,pop,12
i've got the melody (deep in my heart),kenny loggins,1977,pop,2
if you be wise,kenny loggins,1977,pop,1
theme for a dream,cliff richard & the shadows,1977,pop,13
i've got the music in me,heart,1977,pop,2
life from a window,the jam,1977,pop,9
can't you hear the music?,pablo cruise,1977,pop,2
ice cream man,the modern lovers,1977,pop,9
what i did for love,grace jones,1977,pop,16
sweet forgiveness,bonnie raitt,1977,pop,13
here song,heart,1977,pop,18
never is too late,joan armatrading,1977,pop,16
warm love,joan armatrading,1977,pop,13
sparks of the tempest,kansas,1977,pop,17
"hot love, cold world",bob welch,1977,pop,7
slowburn,peter gabriel,1977,pop,18
it'll be all right,seals and crofts,1977,pop,16
hey there lonely girl,shaun cassidy,1977,pop,15
radio sweetheart,elvis costello,1977,pop,2
here comes the weekend,dave edmunds,1977,pop,11
this is tomorrow,bryan ferry,1977,pop,5
i don't want to talk about it,rita coolidge,1977,pop,1
sometimes,the stranglers,1977,pop,14
take good care of my baby,shaun cassidy,1977,pop,14
love conquers all,seals and crofts,1977,pop,7
head on home,firefall,1977,pop,12
clock strikes ten,cheap trick,1977,pop,4
home on monday,little river band,1977,pop,2
elevation,television,1977,pop,18
jungle,electric light orchestra,1977,pop,18
today's the first day,bread,1977,pop,16
believe me now,electric light orchestra,1977,pop,16
birmingham blues,electric light orchestra,1977,pop,12
desirée,neil diamond,1977,pop,4
here come those tears again,jackson browne,1977,pop,11
celebrate me home,kenny loggins,1977,pop,2
i feel love,donna summer,1977,pop,14
walk on water,eddie money,1977,pop,7
watching the detectives,elvis costello,1977,pop,17
i go crazy,paul davis,1977,pop,1
marquee moon,television,1977,pop,17
two tickets to paradise,eddie money,1977,pop,4
see no evil,television,1977,pop,17
(love is) thicker than water,andy gibb,1977,pop,19
"one man, one woman",abba,1977,pop,16
isn't it time,the babys,1977,pop,11
ex lion tamer,wire,1977,pop,9
love alive,heart,1977,pop,17
106 beats that,wire,1977,pop,7
nothing matters but you,the everly brothers,1977,pop,16
brazil,wire,1977,pop,4
oh caroline,cheap trick,1977,pop,15
save a little room in your heart,eddie money,1977,pop,8
lay back in the arms of someone,smokie,1977,pop,11
jealousys,eddie money,1977,pop,12
champs,wire,1977,pop,17
king's lead hat,brian eno,1977,pop,11
cocaine,jackson browne,1977,pop,9
first time,the boys,1977,pop,7
elo kiddies,cheap trick,1977,pop,0
lightning's hand,kansas,1977,pop,18
making believe,emmylou harris,1977,pop,16
straight line,wire,1977,pop,4
down the dolce vita,peter gabriel,1977,pop,9
lucky lips,cliff richard & the shadows,1977,pop,13
(get a) grip (on yourself),the stranglers,1977,pop,9
torn curtain,television,1977,pop,1
runaway,bonnie raitt,1977,pop,1
you're my world,helen reddy,1977,pop,18
sweet life,paul davis,1977,pop,16
here comes the flood,peter gabriel,1977,pop,17
love needs a heart,jackson browne,1977,pop,1
fragile,wire,1977,pop,18
mr suit,wire,1977,pop,4
without you,heart,1977,pop,7
i'll get by,eddie money,1977,pop,1
two lives,bonnie raitt,1977,pop,1
i believe in love,kenny loggins,1977,pop,14
pink flag,wire,1977,pop,0
the chosen one,bread,1977,pop,16
start to move,wire,1977,pop,5
mandocello,cheap trick,1977,pop,15
till victory,patti smith,1978,pop,9
nicotine stain,siouxsie and the banshees,1978,pop,17
babelogue,patti smith,1978,pop,18
lighter touch,heart,1978,pop,13
dancin' by myself,ambrosia,1978,pop,7
ain't that a shame,cheap trick,1978,pop,10
marooned,wire,1978,pop,0
kingdom hall,van morrison,1978,pop,3
on the radio,cheap trick,1978,pop,2
ain't that nothin',television,1978,pop,3
why,andy gibb,1978,pop,10
sand in my joints,wire,1978,pop,10
crooked piece of time,john prine,1978,pop,18
mattie's rag,gerry rafferty,1978,pop,2
backwards traveller,wings,1978,pop,18
home sweet home,peter gabriel,1978,pop,9
life for the talking,eddie money,1978,pop,16
carcass,siouxsie and the banshees,1978,pop,0
you (got it),the babys,1978,pop,15
tranquillo (melt my heart),carly simon,1978,pop,13
takin' me back,cheap trick,1978,pop,4
end of the world,eric carmen,1978,pop,19
overground,siouxsie and the banshees,1978,pop,16
french film blurred,wire,1978,pop,0
clyde,dr. hook,1978,pop,2
them heavy people,kate bush,1978,pop,8
i didn't have the nerve to say no,blondie,1978,pop,7
contact in red square,blondie,1978,pop,17
this is pop?,xtc,1978,pop,19
annalisa,public image ltd.,1978,pop,17
apothecary,ambrosia,1978,pop,17
dot dash,wire,1978,pop,18
from the nursery,wire,1978,pop,15
oh to be in love,kate bush,1978,pop,16
brickfield nights,the boys,1978,pop,4
fool for a night,andy gibb,1978,pop,1
'a' bomb in wardour street,the jam,1978,pop,9
symphony in blue,kate bush,1978,pop,17
takin' it easy,seals and crofts,1978,pop,15
used to,wire,1978,pop,1
mercy,wire,1978,pop,17
being sucked in again,wire,1978,pop,0
worlds away,pablo cruise,1978,pop,1
the last goodbye,poco,1978,pop,1
raining in my heart,leo sayer,1978,pop,1
the staircase (mystery),siouxsie and the banshees,1978,pop,17
wavelength,van morrison,1978,pop,11
checkin' it out,van morrison,1978,pop,11
i feel mysterious today,wire,1978,pop,14
en kanmani,s. p. balasubrahmanyam,1978,pop,7
too late,wire,1978,pop,4
change of heart,eric carmen,1978,pop,5
cue,yellow magic orchestra,1978,pop,2
practice makes perfect,wire,1978,pop,4
so you win again,hot chocolate,1978,pop,1
devoted to you,carly simon,1978,pop,16
i love the sound of breaking glass,nick lowe,1978,pop,0
an everlasting love,andy gibb,1978,pop,10
outdoor miner,wire,1978,pop,7
all mixed up,the cars,1978,pop,15
(our love) don't throw it all away,andy gibb,1978,pop,1
red-headed wild flower,little river band,1978,pop,5
had to fall in love,the moody blues,1978,pop,1
fade away and radiate,blondie,1978,pop,18
so it goes,nick lowe,1978,pop,14
pride,grace jones,1978,pop,4
11:59,blondie,1978,pop,5
you can't win,michael jackson,1978,pop,9
i'm in touch with your world,the cars,1978,pop,13
don't cry out loud,melissa manchester,1978,pop,1
fish and whistle,john prine,1978,pop,9
hopelessly devoted to you,olivia newton-john,1978,pop,1
it's a heartache,bonnie tyler,1978,pop,1
love will find a way,pablo cruise,1978,pop,1
crazy love,poco,1978,pop,1
i'm every woman,chaka khan,1978,pop,13
with a little luck,wings,1978,pop,8
thank you for being a friend,andrew gold,1978,pop,7
once i had a love (aka the disco song),blondie,1978,pop,14
heart of the night,poco,1978,pop,18
you're all i've got tonight,the cars,1978,pop,4
i am the fly,wire,1978,pop,17
we're through,the hollies,1978,pop,7
you needed me,anne murray,1978,pop,19
straight on,heart,1978,pop,3
"whenever i call you ""friend"" (feat. stevie nicks)",kenny loggins,1978,pop,7
bye bye love,the cars,1978,pop,10
stumblin' in,suzi quatro,1978,pop,17
everybody's got to learn sometime,the korgis,1978,pop,19
days,television,1978,pop,18
stealin' time,gerry rafferty,1978,pop,4
you belong to me,elvis costello & the attractions,1978,pop,5
love has fallen on me,chaka khan,1978,pop,1
california man,cheap trick,1978,pop,9
mother of violence,peter gabriel,1978,pop,17
rock n roll nigger,patti smith,1978,pop,11
youth nabbed as sniper,blondie,1978,pop,18
feel it,kate bush,1978,pop,14
nite flights,the walker brothers,1978,pop,1
the kick inside,kate bush,1978,pop,16
you'll always find me in the kitchen at parties,jona lewie,1978,pop,9
never let her slip away,andrew gold,1978,pop,1
walk on by,the stranglers,1978,pop,10
i'm gonna love you too,blondie,1978,pop,14
head first,the babys,1978,pop,9
if i sing you a love song,bonnie tyler,1978,pop,2
(i'm always touched by your) presence dear,blondie,1978,pop,13
fool (if you think it's over),chris rea,1978,pop,1
cook with fire,heart,1978,pop,18
on top of the world,cheap trick,1978,pop,5
i was made to love him,chaka khan,1978,pop,11
you're the love,seals and crofts,1978,pop,15
just go away,blondie,1978,pop,10
airport,the motors,1978,pop,1
steppin' in a slide zone,the moody blues,1978,pop,17
jigsaw feeling,siouxsie and the banshees,1978,pop,14
conversation,gary numan,1979,pop,7
blessed state,wire,1979,pop,16
i believe in you,bob dylan,1979,pop,16
man gave names to all the animals,bob dylan,1979,pop,9
accidents never happen,blondie,1979,pop,5
on my honor,donna summer,1979,pop,1
there will always be a you,donna summer,1979,pop,1
frustrated,the knack,1979,pop,17
mistress of mine,little river band,1979,pop,18
can't get to sleep at night,donna summer,1979,pop,4
no more tears (enough is enough),donna summer,1979,pop,1
small paradise,john mellencamp,1979,pop,9
5.45,gang of four,1979,pop,17
engineers,gary numan,1979,pop,19
guns before butter,gang of four,1979,pop,7
poor shirley,christopher cross,1979,pop,16
heartbeat,the knack,1979,pop,13
on the other side,kansas,1979,pop,5
"who's right, who's wrong",kenny loggins,1979,pop,4
reception,wings,1979,pop,15
broken english,marianne faithfull,1979,pop,17
sunset people,donna summer,1979,pop,4
the nips are getting bigger,mental as anything,1979,pop,3
way of the world,cheap trick,1979,pop,9
baby stick around,joe jackson,1979,pop,4
spinning,christopher cross,1979,pop,4
your number or your name,the knack,1979,pop,12
observer,gary numan,1979,pop,17
just another night,ian hunter,1979,pop,4
poptones,public image ltd.,1979,pop,17
when a man loves a woman,bette midler,1979,pop,11
on the radio,donna summer,1979,pop,2
walk away,donna summer,1979,pop,10
reel by reel,xtc,1979,pop,14
let me out,the knack,1979,pop,4
memories,public image ltd.,1979,pop,4
coolsville,rickie lee jones,1979,pop,16
lady lynda,the beach boys,1979,pop,11
albatross,public image ltd.,1979,pop,0
everytime you leave,emmylou harris,1979,pop,1
touching me touching you,squeeze,1979,pop,13
you drive me ape (you big gorilla),the dickies,1979,pop,9
good timin',the beach boys,1979,pop,14
i'll be with you tonight,cheap trick,1979,pop,4
a little night dancin,john mellencamp,1979,pop,8
armalite rifle,gang of four,1979,pop,3
a touching display,wire,1979,pop,0
i die: you die (video version),gary numan,1979,pop,17
praying to the aliens,tubeway army,1979,pop,9
prime time,the tubes,1979,pop,4
single k.o.,wire,1979,pop,9
thick as thieves,the jam,1979,pop,9
somethin' else,tom petty and the heartbreakers,1979,pop,15
and the healing has begun,van morrison,1979,pop,9
one night in a lifetime,donna summer,1979,pop,4
queen of hearts,dave edmunds,1979,pop,7
one more time,sister sledge,1979,pop,4
he's frank (slight return),the monochrome set,1979,pop,0
outside world,xtc,1979,pop,6
a glimpse of home,kansas,1979,pop,5
when you gonna wake up,bob dylan,1979,pop,14
maybe tonight,the knack,1979,pop,7
company,rickie lee jones,1979,pop,16
be mine tonight,th' dudes,1979,pop,4
we are glass,gary numan,1979,pop,9
someone's looking at you,the boomtown rats,1979,pop,15
lucinda,the knack,1979,pop,7
as time goes by,johnny mathis,1979,pop,13
when you're near me i have difficulty,xtc,1979,pop,17
get it right next time,gerry rafferty,1979,pop,4
52 girls,the b-52's,1979,pop,15
lost in music,sister sledge,1979,pop,2
take me home,cher,1979,pop,2
since i held you,the cars,1979,pop,4
dance away,roxy music,1979,pop,18
gonna raise hell,cheap trick,1979,pop,17
kisses of fire,abba,1979,pop,18
voices,cheap trick,1979,pop,2
metal,gary numan,1979,pop,15
the 15th,wire,1979,pop,17
cool change,little river band,1979,pop,16
chiquitita,abba,1979,pop,2
making plans for nigel,xtc,1979,pop,5
lonesome loser,little river band,1979,pop,2
off the wall,michael jackson,1979,pop,17
m.e.,gary numan,1979,pop,7
it's all i can do,the cars,1979,pop,4
thinking of you,sister sledge,1979,pop,5
atomic,blondie,1979,pop,4
i have a dream,abba,1979,pop,16
on your radio,joe jackson,1979,pop,2
icon,siouxsie and the banshees,1979,pop,0
the number one song in heaven,sparks,1979,pop,12
"old siam, sir",wings,1979,pop,4
here comes the summer,the undertones,1979,pop,11
roads girdle the globe,xtc,1979,pop,12
"me, i disconnect from you",tubeway army,1979,pop,1
cracking up,nick lowe,1979,pop,7
getting closer,wings,1979,pop,4
protection,graham parker,1979,pop,7
love in a void,siouxsie and the banshees,1979,pop,18
holiday,madonna,1979,pop,5
